seed,proposal_index,baseline_action,alternative_action,baseline_target_rank,alternative_target_rank,scenario_count,replications_per_scenario,paired_block_count,paired_mean_utility_contrast,paired_std_utility_contrast,paired_ci_low_95,paired_ci_high_95,bootstrap_probability_positive,bootstrap_probability_negative,relevant_discovery_contrast,irrelevant_exposure_contrast,false_warmup_contrast,worst_utility_contrast,p10_utility_contrast,aggregate_safety_nonworsening,strict_paired_utility_advantage,strict_paired_utility_disadvantage,paired_utility_direction_uncertain,strict_safe_paired_advantage
347,2,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.4800000000000002,2.5464821673381954,-0.5733333333333338,1.5999999999999999,0.8013,0.1974,1.0,-0.19999999999993223,-0.19999999999999973,0.19999999999998302,-2.8000000000000282,False,False,False,True,False
347,3,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.23999999999999888,7.231360275119158,-3.040333333333334,3.839999999999998,0.5479,0.4521,1.2000000000000455,2.3999999999999773,0.0,2.0400000000000036,-0.2400000000000203,False,False,False,True,False
347,4,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.6000000000000009,4.587560820928076,-2.866666666666667,1.3199999999999978,0.3057,0.6936,-2.0,-1.0,0.0,1.079999999999984,2.0,True,False,False,True,False
347,5,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.4533333333333336,3.7020972177299476,-2.226666666666667,1.3600000000000003,0.3066,0.6928,-1.400000000000091,-0.1999999999999318,0.0,-0.6400000000000035,-1.1199999999999877,False,False,False,True,False
347,6,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.06666666666666665,2.7115274205474953,-1.3333333333333333,1.0,0.4677,0.5088,-0.20000000000004547,0.0,0.0,-0.8,1.0399999999999867,False,False,False,True,False
347,7,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.09333333333333227,1.5926019441093742,-0.7600000000000003,0.5733333333333354,0.3836,0.6156,0.0,-0.6000000000000227,0.1999999999999997,0.04000000000002024,-0.8799999999999959,False,False,False,True,False
347,8,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,1.6666666666666667,3.015831244489336,0.6,3.0,1.0,0.0,5.0,0.0,0.0,0.0,4.560000000000014,True,True,False,False,True
349,1,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.6133333333333332,1.9382859389038496,-0.32000000000000073,1.5466666666666657,0.8993,0.0995,2.2000000000000455,-0.20000000000004547,0.2000000000000002,0.24000000000000343,0.8800000000000177,False,False,False,True,False
349,2,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.4666666666666662,2.560877825686973,-0.6533333333333337,1.7599999999999996,0.7641,0.2338,1.4000000000000927,0.0,0.0,0.19999999999999996,0.0,True,False,False,True,False
349,3,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.9200000000000007,2.7503765975901264,-0.5333333333333342,2.0799999999999987,0.9025,0.0973,3.2000000000000437,0.1999999999998181,0.20000000000000018,1.680000000000001,2.84000000000002,False,False,False,True,False
349,4,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-1.546666666666668,3.066376797894655,-3.0666666666666695,-0.12000000000000122,0.0153,0.9847,-3.7999999999999545,0.1999999999998181,0.3999999999999999,-1.5999999999999999,-0.6800000000000299,False,False,True,False,False
349,5,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.8799999999999993,4.668924623814045,-3.213333333333331,0.9733333333333336,0.2283,0.7706,-2.2000000000000455,0.20000000000004547,0.2000000000000001,1.2800000000000011,0.24000000000000288,False,False,False,True,False
349,6,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.2133333333333326,2.8510315593449604,-1.1333333333333349,1.586666666666666,0.6115,0.3877,-1.2000000000000455,-1.2000000000000455,-0.7999999999999996,0.31999999999998163,0.3599999999999338,True,False,False,True,False
349,7,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.42666666666666647,3.255647108523604,-1.8536666666666688,1.0933333333333342,0.2828,0.7168,-1.0,-0.599999999999909,0.2000000000000002,0.1600000000000079,-0.8000000000000058,False,False,False,True,False
349,8,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.14666666666666583,3.4702545535834504,-1.4800000000000006,1.7199999999999995,0.5569,0.4429,-0.2000000000000454,0.8000000000001819,-0.3999999999999999,-0.760000000000002,-2.3200000000000047,False,False,False,True,False
353,1,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.26666666666666666,1.98086080374405,-0.6000000000000001,1.2,0.6874,0.2847,0.8000000000001819,0.0,0.0,-0.4,-0.5999999999999996,False,False,False,True,False
353,2,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.9999999999999978,1.9813415368669496,-1.9466666666666648,-0.03999999999999672,0.0216,0.9784,-3.9999999999999982,-5.0,0.0,-0.8800000000000066,-0.40000000000000013,False,False,True,False,False
353,3,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.29333333333333417,2.5910468559105233,-1.413333333333333,0.8399999999999991,0.3059,0.6939,-0.20000000000004547,3.400000000000091,0.0,-0.7200000000000046,0.0,False,False,False,True,False
353,4,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.8800000000000008,2.9079202189881346,-2.307000000000002,0.5199999999999995,0.1179,0.8821,-2.6000000000001364,0.20000000000004547,0.0,-1.4399999999999977,-1.6000000000000227,False,False,False,True,False
353,5,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,1.4533333333333338,3.0042509564821334,0.26666666666666666,2.7066666666666674,0.9946,0.0043,4.400000000000091,0.20000000000004525,0.0,1.0,0.4800000000000062,False,True,False,False,False
353,6,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.8533333333333338,1.5146270953918786,0.18666666666666723,1.5866666666666671,0.9945,0.0055,2.599999999999909,0.1999999999999318,0.0,1.4,0.6799999999999953,False,True,False,False,False
353,7,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-1.7999999999999996,3.746236206419147,-3.4133333333333336,-0.33333333333333215,0.0082,0.9918,-4.799999999999956,1.0,0.2000000000000001,-1.0,0.5599999999999792,False,False,True,False,False
353,8,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.9733333333333348,2.360225977881499,-2.000000000000002,0.06666666666666665,0.032,0.9603,-2.400000000000091,2.6000000000000227,0.0,-0.03999999999999204,-1.4800000000000293,False,False,False,True,False
359,1,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.8799999999999999,2.6595380909366306,-2.133333333333333,0.39999999999999997,0.0854,0.9124,-2.800000000000182,-0.7999999999999544,0.0,-1.4,-1.2400000000000206,False,False,False,True,False
359,2,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.3733333333333327,3.9834419192213057,-2.1733333333333333,1.2533333333333332,0.3479,0.6512,-1.5999999999999108,-2.3999999999999773,0.0,0.7600000000000022,0.8399999999999861,True,False,False,True,False
359,3,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-2.213333333333332,6.122308932638617,-5.373333333333329,-0.06666666666666665,0.0172,0.9773,-6.399999999999864,1.2000000000000455,0.0,-0.19999999999999973,-0.1999999999999904,False,False,True,False,False
359,4,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.4933333333333339,1.7661364882811565,-1.2800000000000011,0.3066666666666661,0.1109,0.8891,-1.4000000000000914,0.39999999999997715,0.0,-1.1200000000000045,-0.359999999999991,False,False,False,True,False
359,5,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.26666666666666594,1.6521270561079149,-0.4266666666666666,1.0133333333333319,0.7406,0.2523,0.799999999999955,0.0,0.0,-0.4400000000000035,-0.6400000000000041,False,False,False,True,False
359,6,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.9999999999999996,3.6769552621700474,-2.6666666666666665,0.6403333333333294,0.1254,0.8737,-3.3999999999998636,-2.0,0.0,-0.9999999999999998,0.20000000000000018,False,False,False,True,False
359,7,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-1.3866666666666667,3.709036583932866,-3.3339999999999996,0.20000000000000004,0.0496,0.9469,-4.0,0.8000000000000682,0.0,-1.3599999999999965,0.16000000000000192,False,False,False,True,False
359,8,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-1.3199999999999994,2.762814300155342,-2.5733333333333337,-0.18666666666666695,0.0095,0.9905,-4.7999999999999545,-0.1999999999999318,-0.4,-1.7600000000000022,-2.4399999999999977,False,False,True,False,False
367,1,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,1.4399999999999995,3.9302489924758133,-0.3600000000000018,3.413333333333332,0.9368,0.0631,4.200000000000047,-0.599999999999909,0.0,1.5599999999999965,0.7999999999999998,True,False,False,True,False
367,2,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,0.4399999999999984,3.1114534958991213,-1.06666666666667,1.959999999999999,0.7131,0.2868,1.0,-1.6000000000001364,0.0,0.6399999999999978,1.2799999999999847,True,False,False,True,False
367,3,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-3.1733333333333333,6.334877004857051,-6.373333333333331,-0.7333333333333338,0.0017,0.9983,-9.200000000000045,-0.40000000000009095,0.1999999999999997,-3.9199999999999937,-2.599999999999983,False,False,True,False,False
367,4,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-1.5199999999999994,3.3964687544566043,-2.9733333333333327,-0.08000000000000068,0.0195,0.9805,-4.400000000000091,-1.2000000000000455,0.1999999999999997,-3.5600000000000023,-0.039999999999976055,False,False,True,False,False
367,5,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,1.0533333333333346,2.3341767183272433,0.08000000000000183,1.9999999999999998,0.9824,0.0175,3.199999999999818,0.20000000000004547,0.0,1.759999999999997,0.8,False,True,False,False,False
367,6,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-2.3684757858670005e-15,4.813077423615189,-2.213333333333333,2.186666666666662,0.5013,0.4986,0.20000000000004547,-1.0,0.2000000000000002,0.0,0.3199999999999923,False,False,False,True,False
367,7,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.6933333333333337,2.248639800497394,-1.7733333333333345,0.4133333333333335,0.1117,0.8864,-2.2000000000000455,1.400000000000091,-0.1999999999999997,-0.6000000000000114,-0.9999999999999998,False,False,False,True,False
367,8,PLACE_AT_1,PLACE_AT_2,1,2,3,5,15,-0.7466666666666667,3.183409373312713,-2.4,0.6533333333333332,0.1658,0.8275,-2.2000000000000437,0.2000000000000454,0.0,-0.8399999999999979,-0.6000000000000001,False,False,False,True,False
263,1,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-1.7466666666666655,3.373397326703382,-3.3999999999999986,-0.07999999999999824,0.0185,0.9815,-5.0,5.2000000000000455,-0.3999999999999999,-2.119999999999982,-0.5200000000000502,False,False,True,False,False
263,2,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,1.093333333333333,3.56239619731813,-0.5066666666666667,2.893333333333334,0.9009,0.0987,2.0,-4.399999999999977,-0.2000000000000002,0.4399999999999978,-3.3600000000000243,False,False,False,True,False
263,3,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,0.093333333333334,5.313522730686659,-1.9199999999999966,1.8800000000000001,0.5604,0.4394,0.6000000000001364,3.599999999999909,-0.2000000000000001,2.4800000000000013,3.9599999999999964,False,False,False,True,False
263,4,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-1.9199999999999993,2.692635458855453,-3.1599999999999984,-0.7066666666666664,0.0005,0.9995,-5.7999999999999545,-0.1999999999999318,0.0,-1.4399999999999862,-2.8799999999999963,False,False,True,False,False
263,5,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,0.5599999999999999,4.082856143156929,-1.0933333333333322,2.3466666666666662,0.7257,0.2733,1.7999999999999545,0.6000000000000227,0.0,1.9199999999999933,-0.5999999999999996,False,False,False,True,False
263,6,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,0.9599999999999994,2.1688706738761536,-0.026666666666667522,2.0399999999999987,0.9727,0.0273,3.3999999999998636,2.6000000000000223,0.0,0.6799999999999953,1.080000000000007,False,False,False,True,False
263,7,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-0.9999999999999997,4.3424811867344735,-3.239999999999999,0.9199999999999978,0.174,0.826,-3.599999999999909,-5.0,0.2000000000000002,-1.0399999999999863,2.119999999999992,False,False,False,True,False
263,8,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-2.6533333333333324,4.340814055758051,-4.626666666666664,-0.7866666666666656,0.0024,0.9976,-7.799999999999956,-1.1999999999999318,0.1999999999999997,-0.8400000000000091,-3.759999999999996,False,False,True,False,False
269,1,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-0.5599999999999992,3.4001680630731843,-2.2266666666666652,1.0800000000000007,0.2604,0.7395,-1.0,5.400000000000091,-0.19999999999999973,-0.4,-1.4399999999999862,False,False,False,True,False
269,2,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-1.1866666666666659,4.722872410887658,-3.4666666666666663,1.0003333333333302,0.1487,0.8513,-3.6000000000001364,-0.20000000000004525,0.0,-2.5200000000000045,-4.999999999999966,False,False,False,True,False
269,3,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-0.386666666666666,5.205747739163851,-2.253333333333333,2.1466666666666683,0.34,0.66,-1.2000000000000457,-0.2000000000000454,0.0,1.4400000000000088,2.320000000000027,True,False,False,True,False
269,4,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-0.4133333333333333,5.527834330092788,-3.0933333333333333,2.1333333333333337,0.3974,0.6024,0.0,4.200000000000049,0.1999999999999997,-1.160000000000008,1.8000000000000003,False,False,False,True,False
269,5,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-0.2266666666666661,2.1657946963335815,-1.173333333333333,0.6666666666666675,0.3185,0.6812,-0.6000000000001364,0.40000000000009095,0.0,-0.08000000000000718,-0.8000000000000345,False,False,False,True,False
269,6,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,0.786666666666667,2.7354463377421014,-0.520000000000001,1.9866666666666681,0.8873,0.1122,2.7999999999999545,0.20000000000004547,0.2000000000000001,1.360000000000003,-0.19999999999999973,False,False,False,True,False
269,7,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,0.7733333333333335,2.156540439376611,-0.19999999999999948,1.8266666666666664,0.9355,0.0638,2.4000000000000914,0.40000000000009095,0.0,0.0,1.1546319456101628e-14,False,False,False,True,False
269,8,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,0.3866666666666665,4.079542458005146,-1.5466666666666669,2.2533333333333334,0.6532,0.3408,1.199999999999818,0.2000000000000454,0.0,-0.4,0.20000000000000107,False,False,False,True,False
271,1,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-1.173333333333332,2.2384518459566336,-2.266666666666665,-0.11999999999999884,0.0141,0.9858,-3.3999999999998636,0.599999999999909,0.0,-1.2799999999999898,0.4400000000000546,False,False,True,False,False
271,2,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,1.0800000000000003,2.938221036127617,-0.29333333333333184,2.48,0.9356,0.0638,2.400000000000091,-4.200000000000047,0.0,1.799999999999994,1.6399999999999975,True,False,False,True,False
271,3,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-2.0400000000000005,4.326793600016396,-4.053333333333333,-0.14666666666666683,0.0167,0.9832,-6.0,-1.3999999999999755,0.19999999999999934,0.1599999999999967,0.28000000000000025,False,False,True,False,False
271,4,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-2.226666666666666,6.164815681020187,-4.679999999999999,0.16000000000000128,0.0354,0.9645,-6.599999999999907,-1.6000000000000227,0.19999999999999934,-0.640000000000009,-1.3600000000000128,False,False,False,True,False
271,5,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-0.6266666666666652,1.7515163498550406,-1.4133333333333313,0.13333333333333522,0.0599,0.9401,-2.400000000000091,-2.6000000000000227,0.0,-0.08000000000000684,-0.6799999999999957,False,False,False,True,False
271,6,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-0.30666666666666437,3.1936246014893626,-1.773333333333331,1.2266666666666681,0.349,0.651,-0.6000000000001346,1.6000000000000227,0.0,0.36000000000000787,1.280000000000041,False,False,False,True,False
271,7,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-0.35999999999999943,5.2705109538151715,-2.9733333333333314,2.080000000000001,0.3973,0.6018,-1.3999999999998636,-1.6000000000000227,0.0,0.5600000000000023,0.1599999999999795,True,False,False,True,False
271,8,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,0.7333333333333333,4.342261863964229,-1.3066666666666664,2.6666666666666674,0.7682,0.2313,0.6000000000001364,-12.0,0.4000000000000002,2.1200000000000103,3.0800000000000067,False,False,False,True,False
277,1,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,1.0666666666666667,9.513198851120078,-2.439999999999999,4.346999999999995,0.7276,0.2718,3.0,-1.0,0.0,-0.6000000000000054,-0.1599999999999909,False,False,False,True,False
277,2,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,0.09333333333333134,1.9825908974538,-0.8400000000000016,1.0666666666666649,0.5554,0.4445,0.0,-1.400000000000034,0.0,-0.12000000000001032,0.5999999999999999,False,False,False,True,False
277,3,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-1.2666666666666666,3.494212902718409,-2.9333333333333336,0.39999999999999997,0.0665,0.9262,-3.6000000000001364,1.0,0.0,-0.7999999999999999,1.4000000000000004,False,False,False,True,False
277,4,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-0.8933333333333318,3.9812895733250375,-2.759999999999998,0.9469999999999971,0.1773,0.8227,-3.0,-1.6000000000000227,0.0,-0.5999999999999888,-4.200000000000001,False,False,False,True,False
277,5,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-1.226666666666665,1.603329868326123,-1.8799999999999972,-0.5333333333333324,0.0002,0.9998,-3.6000000000001364,0.39999999999997726,0.0,-1.6799999999999955,-1.5599999999999916,False,False,True,False,False
277,6,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-1.3733333333333333,3.4199972152592393,-3.1870000000000007,0.0266666666666661,0.0284,0.9708,-3.7999999999999563,-0.40000000000003455,0.2,-1.6400000000000092,0.9600000000000017,False,False,False,True,False
277,7,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,1.013333333333333,6.672102545746162,-1.7733333333333345,3.226666666666667,0.7805,0.2194,3.400000000000091,1.8000000000000114,0.0,0.8399999999999863,0.8400000000000092,False,False,False,True,False
277,8,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-0.8400000000000002,3.681769760784694,-2.453666666666668,0.760000000000001,0.1583,0.841,-2.5999999999999086,-0.3999999999999772,0.0,0.8399999999999974,2.4000000000000004,True,False,False,True,False
281,1,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,1.4933333333333334,4.778443659762436,-0.4000000000000001,3.6133333333333337,0.9298,0.0702,4.0,-2.400000000000091,0.0,1.1200000000000045,3.4399999999999853,True,False,False,True,False
281,2,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-2.0533333333333346,6.3125574019078,-5.346666666666668,0.7733333333333325,0.0866,0.913,-5.799999999999953,1.7999999999999545,0.0,-1.4399999999999973,-3.5600000000000134,False,False,False,True,False
281,3,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,1.2533333333333332,4.593452897745827,-0.426666666666667,3.306666666666667,0.9127,0.0873,4.2000000000000455,2.2000000000000455,0.0,3.1999999999999997,1.680000000000006,False,False,False,True,False
281,4,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-1.5866666666666667,3.3290639324991442,-3.1336666666666675,-0.0399999999999987,0.0225,0.9772,-5.599999999999909,-4.2000000000000455,0.0,-0.7599999999999909,-1.2399999999999978,False,False,True,False,False
281,5,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-0.5333333333333343,4.000476162134895,-2.42666666666667,1.3199999999999992,0.2965,0.703,-1.5999999999999126,0.0,0.0,-0.8400000000000198,0.6800000000000064,False,False,False,True,False
281,6,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-0.7466666666666667,3.047684523106182,-2.1866666666666674,0.546666666666667,0.1461,0.8489,-2.599999999999909,-1.7999999999999545,0.0,-1.5999999999999999,0.5999999999999996,False,False,False,True,False
281,7,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-1.3466666666666676,2.883912686083333,-2.733333333333333,-0.013333333333335418,0.0197,0.9797,-4.0,0.20000000000004547,0.0,-0.3999999999999998,-1.1599999999999797,False,False,True,False,False
281,8,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,0.8533333333333327,3.680424406168915,-0.4533333333333336,2.2799999999999994,0.8826,0.1171,2.2000000000000473,0.2000000000000454,-0.2000000000000001,3.2,3.0,False,False,False,True,False
283,1,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-0.6666666666666682,4.386125310350268,-2.8000000000000025,1.333333333333332,0.2582,0.7409,-2.0,0.0,0.0,-1.6000000000000227,-1.2000000000000006,False,False,False,True,False
283,2,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-0.8666666666666671,3.2041639575194445,-2.2666666666666675,0.4666666666666666,0.1008,0.8963,-2.599999999999909,0.0,0.0,-0.8,-1.680000000000018,False,False,False,True,False
283,3,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,0.5466666666666663,3.286741040402584,-0.9600000000000009,2.093333333333334,0.7355,0.2644,2.2000000000000455,0.8000000000000114,0.1999999999999999,1.2,4.6,False,False,False,True,False
283,4,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-1.9333333333333318,3.5566169050832306,-3.586666666666666,-0.3066666666666639,0.0104,0.9896,-5.399999999999864,2.0,0.0,-1.880000000000007,-0.3999999999999999,False,False,True,False,False
283,5,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-4.866666666666665,5.410923695460435,-7.626666666666661,-2.279666666666668,0.0,1.0,-14.600000000000138,0.0,0.0,-4.439999999999998,-4.919999999999992,False,False,True,False,False
283,6,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-2.9733333333333323,4.601780193835962,-5.306666666666664,-0.8533333333333332,0.0012,0.9988,-9.400000000000091,-2.3999999999999773,0.0,-3.4399999999999866,-1.2799999999999954,False,False,True,False,False
283,7,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-3.1466666666666665,3.9738190818453347,-4.653333333333333,-1.5599999999999998,0.0,1.0,-9.40000000000009,0.1999999999999886,0.0,-0.8400000000000034,-3.1600000000000024,False,False,True,False,False
283,8,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-0.6000000000000004,2.814249455894058,-1.9203333333333346,0.6799999999999993,0.1757,0.8216,-1.7999999999999563,0.0,0.0,-1.639999999999998,1.0399999999999867,False,False,False,True,False
293,1,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,0.21333333333333349,2.3536799960507633,-0.9066666666666663,1.2,0.6668,0.3321,0.599999999999909,-0.19999999999993184,0.0,1.2000000000000004,0.0,True,False,False,True,False
293,2,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,0.4666666666666672,2.7925069808498666,-0.5599999999999999,1.413333333333334,0.8187,0.1804,1.2000000000000455,-1.0,0.0,-0.919999999999999,1.879999999999996,False,False,False,True,False
293,3,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,0.8666666666666666,2.8751811537130436,-0.39999999999999997,2.0666666666666664,0.9079,0.0827,2.599999999999909,0.0,0.0,1.2000000000000002,2.4,True,False,False,True,False
293,4,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,0.1733333333333332,1.9983802965211133,-0.7610000000000001,1.146666666666667,0.6198,0.3724,0.2000000000000457,0.40000000000009095,-0.1999999999999997,0.5199999999999991,1.0400000000000036,False,False,False,True,False
293,5,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-0.5733333333333318,4.83136577357741,-2.746666666666665,1.7736666666666643,0.3068,0.6931,-1.599999999999909,0.6000000000000227,0.0,-0.3199999999999923,-2.999999999999999,False,False,False,True,False
293,6,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,0.9733333333333335,2.9226863051130274,-0.23999999999999966,2.2399999999999993,0.9367,0.0626,3.0,-1.6000000000000227,0.20000000000000018,1.1999999999999942,0.19999999999999485,False,False,False,True,False
293,7,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,0.5866666666666661,3.2075506157161335,-0.853333333333334,2.253333333333332,0.7553,0.2433,1.4000000000000927,-1.8000000000000682,0.0,0.0,-0.840000000000009,False,False,False,True,False
293,8,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-0.5733333333333328,3.725484947659577,-2.479999999999999,1.0533333333333335,0.2746,0.7251,-1.800000000000182,-0.3999999999999774,0.0,-0.6,2.0,False,False,False,True,False
307,1,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-2.1600000000000033,5.705736461792513,-3.8936666666666713,-0.3330000000000069,0.0096,0.9904,-5.7999999999999545,1.3999999999999773,0.2000000000000001,-0.239999999999998,0.4399999999999835,False,False,True,False,False
307,2,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,1.1999999999999986,4.570714229901989,-0.7333333333333298,3.5066666666666637,0.8646,0.1353,3.399999999999863,-3.0,0.2000000000000001,0.7600000000000025,2.7599999999999856,False,False,False,True,False
307,3,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,0.359999999999999,2.770456383238791,-0.9333333333333332,1.640333333333328,0.7089,0.2901,0.7999999999999545,-1.3999999999999773,0.0,0.24000000000000332,1.1546319456101628e-14,True,False,False,True,False
307,4,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-1.92,5.019277124959615,-3.773333333333332,-0.04000000000000011,0.0221,0.9771,-5.2000000000000455,2.7999999999999545,0.0,0.4000000000000058,-0.9999999999999942,False,False,True,False,False
307,5,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,1.6533333333333322,3.788302798779169,-0.03999999999999967,3.573333333333332,0.9712,0.0284,4.7999999999999545,-0.7999999999999545,0.0,1.9600000000000022,4.6,True,False,False,True,False
307,6,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,0.2533333333333347,3.7686425496014664,-1.2533333333333312,2.079999999999997,0.5911,0.4085,1.2000000000000455,-1.7999999999999545,0.4000000000000002,-0.6800000000000183,-0.3200000000000158,False,False,False,True,False
307,7,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,0.33333333333333237,4.2706082983686535,-1.4000000000000001,2.5333333333333306,0.5889,0.4059,1.0000000000000004,0.0,0.0,-0.5999999999999943,0.40000000000001146,False,False,False,True,False
307,8,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-2.866666666666665,5.928944337095847,-5.8266666666666636,-0.2799999999999993,0.0128,0.9872,-9.000000000000002,0.0,-0.19999999999999982,-1.9599999999999966,1.1200000000000045,False,False,True,False,False
311,1,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-0.8399999999999999,5.990564008743846,-3.84,1.7333333333333325,0.2954,0.7043,-3.2000000000000455,0.6000000000001364,-0.3999999999999999,1.559999999999991,2.0,False,False,False,True,False
311,2,PLACE_AT_1,PLACE_AT_3,1,3,3,5,15,-2.28,5.02098453635198,-4.6933333333333325,-0.06666666666666665,0.0222,0.9778,-7.0,-2.800000000000182,0.2000000000000001,-1.3200000000000045,2.279999999999996,False,False,True,False,False
