seed,proposal_index,action,scenario,replication,block_day_count,scenario_replication_five_day_policy_delta
277,8,PLACE_AT_10,conservative,1,5,0.0
277,8,PLACE_AT_10,conservative,2,5,-1.0
277,8,PLACE_AT_10,conservative,3,5,4.600000000000001
277,8,PLACE_AT_10,conservative,4,5,-1.0
277,8,PLACE_AT_10,exploratory,0,5,-2.999999999999986
277,8,PLACE_AT_10,exploratory,1,5,-2.0
277,8,PLACE_AT_10,exploratory,2,5,3.0
277,8,PLACE_AT_10,exploratory,3,5,-4.0
277,8,PLACE_AT_10,exploratory,4,5,4.0
277,8,PLACE_AT_10,neutral,0,5,0.0
277,8,PLACE_AT_10,neutral,1,5,0.0
277,8,PLACE_AT_10,neutral,2,5,0.0
277,8,PLACE_AT_10,neutral,3,5,0.0
277,8,PLACE_AT_10,neutral,4,5,0.0
277,8,PLACE_AT_2,conservative,0,5,-7.0
277,8,PLACE_AT_2,conservative,1,5,-2.0
277,8,PLACE_AT_2,conservative,2,5,3.0
277,8,PLACE_AT_2,conservative,3,5,7.600000000000001
277,8,PLACE_AT_2,conservative,4,5,4.600000000000001
277,8,PLACE_AT_2,exploratory,0,5,0.0
277,8,PLACE_AT_2,exploratory,1,5,-3.0
277,8,PLACE_AT_2,exploratory,2,5,0.0
277,8,PLACE_AT_2,exploratory,3,5,-0.9999999999999858
277,8,PLACE_AT_2,exploratory,4,5,3.0
277,8,PLACE_AT_2,neutral,0,5,-12.0
277,8,PLACE_AT_2,neutral,1,5,5.0
277,8,PLACE_AT_2,neutral,2,5,3.0
277,8,PLACE_AT_2,neutral,3,5,2.8000000000000114
277,8,PLACE_AT_2,neutral,4,5,10.600000000000009
277,8,PLACE_AT_3,conservative,0,5,-11.0
277,8,PLACE_AT_3,conservative,1,5,-2.0
277,8,PLACE_AT_3,conservative,2,5,3.0
277,8,PLACE_AT_3,conservative,3,5,2.6000000000000014
277,8,PLACE_AT_3,conservative,4,5,-0.3999999999999986
277,8,PLACE_AT_3,exploratory,0,5,1.4210854715202004e-14
277,8,PLACE_AT_3,exploratory,1,5,-2.0
277,8,PLACE_AT_3,exploratory,2,5,0.0
277,8,PLACE_AT_3,exploratory,3,5,-0.9999999999999858
277,8,PLACE_AT_3,exploratory,4,5,-4.0
277,8,PLACE_AT_3,neutral,0,5,-10.0
277,8,PLACE_AT_3,neutral,1,5,4.0
277,8,PLACE_AT_3,neutral,2,5,2.0
277,8,PLACE_AT_3,neutral,3,5,-0.19999999999998863
277,8,PLACE_AT_3,neutral,4,5,3.0
277,8,PLACE_AT_5,conservative,0,5,-7.0
277,8,PLACE_AT_5,conservative,1,5,2.0
277,8,PLACE_AT_5,conservative,2,5,0.0
277,8,PLACE_AT_5,conservative,3,5,2.6000000000000014
277,8,PLACE_AT_5,conservative,4,5,-0.7999999999999972
277,8,PLACE_AT_5,exploratory,0,5,1.4210854715202004e-14
277,8,PLACE_AT_5,exploratory,1,5,-7.0
277,8,PLACE_AT_5,exploratory,2,5,3.0
277,8,PLACE_AT_5,exploratory,3,5,-3.0
277,8,PLACE_AT_5,exploratory,4,5,-1.0
277,8,PLACE_AT_5,neutral,0,5,-10.0
277,8,PLACE_AT_5,neutral,1,5,5.0
277,8,PLACE_AT_5,neutral,2,5,3.0
277,8,PLACE_AT_5,neutral,3,5,0.0
277,8,PLACE_AT_5,neutral,4,5,3.0
281,1,PLACE_AT_1,conservative,0,5,4.999999999999993
281,1,PLACE_AT_1,conservative,1,5,1.0
281,1,PLACE_AT_1,conservative,2,5,4.0
281,1,PLACE_AT_1,conservative,3,5,3.3999999999999986
281,1,PLACE_AT_1,conservative,4,5,-17.600000000000016
281,1,PLACE_AT_1,exploratory,0,5,2.59999999999998
281,1,PLACE_AT_1,exploratory,1,5,3.799999999999983
281,1,PLACE_AT_1,exploratory,2,5,0.9999999999999858
281,1,PLACE_AT_1,exploratory,3,5,-1.6000000000000085
281,1,PLACE_AT_1,exploratory,4,5,0.9999999999999858
281,1,PLACE_AT_1,neutral,0,5,2.200000000000003
281,1,PLACE_AT_1,neutral,1,5,-3.0
281,1,PLACE_AT_1,neutral,2,5,4.6000000000000085
281,1,PLACE_AT_1,neutral,3,5,5.0
281,1,PLACE_AT_1,neutral,4,5,-8.199999999999989
281,1,PLACE_AT_10,conservative,0,5,0.0
281,1,PLACE_AT_10,conservative,1,5,0.0
281,1,PLACE_AT_10,conservative,2,5,0.0
281,1,PLACE_AT_10,conservative,3,5,0.0
281,1,PLACE_AT_10,conservative,4,5,0.3999999999999986
281,1,PLACE_AT_10,exploratory,0,5,0.0
281,1,PLACE_AT_10,exploratory,1,5,0.799999999999983
281,1,PLACE_AT_10,exploratory,2,5,0.0
281,1,PLACE_AT_10,exploratory,3,5,0.0
281,1,PLACE_AT_10,exploratory,4,5,0.3999999999999915
281,1,PLACE_AT_10,neutral,0,5,0.0
281,1,PLACE_AT_10,neutral,1,5,1.0
281,1,PLACE_AT_10,neutral,2,5,0.0
281,1,PLACE_AT_10,neutral,3,5,0.0
281,1,PLACE_AT_10,neutral,4,5,0.0
281,1,PLACE_AT_2,conservative,0,5,4.999999999999993
281,1,PLACE_AT_2,conservative,1,5,1.0
281,1,PLACE_AT_2,conservative,2,5,4.0
281,1,PLACE_AT_2,conservative,3,5,3.3999999999999986
281,1,PLACE_AT_2,conservative,4,5,-6.200000000000003
281,1,PLACE_AT_2,exploratory,0,5,2.59999999999998
281,1,PLACE_AT_2,exploratory,1,5,3.7999999999999687
281,1,PLACE_AT_2,exploratory,2,5,0.9999999999999858
281,1,PLACE_AT_2,exploratory,3,5,-1.6000000000000085
281,1,PLACE_AT_2,exploratory,4,5,1.9999999999999858
281,1,PLACE_AT_2,neutral,0,5,2.0
281,1,PLACE_AT_2,neutral,1,5,-6.0
281,1,PLACE_AT_2,neutral,2,5,3.0
281,1,PLACE_AT_2,neutral,3,5,2.4000000000000057
281,1,PLACE_AT_2,neutral,4,5,-8.199999999999989
281,1,PLACE_AT_3,conservative,0,5,13.79999999999999
281,1,PLACE_AT_3,conservative,1,5,2.0
281,1,PLACE_AT_3,conservative,2,5,2.0
281,1,PLACE_AT_3,conservative,3,5,3.3999999999999986
281,1,PLACE_AT_3,conservative,4,5,-2.200000000000003
281,1,PLACE_AT_3,exploratory,0,5,0.5999999999999801
281,1,PLACE_AT_3,exploratory,1,5,3.7999999999999687
281,1,PLACE_AT_3,exploratory,2,5,-3.0
281,1,PLACE_AT_3,exploratory,3,5,0.3999999999999915
281,1,PLACE_AT_3,exploratory,4,5,3.3999999999999915
281,1,PLACE_AT_3,neutral,0,5,1.0
281,1,PLACE_AT_3,neutral,1,5,-2.0
281,1,PLACE_AT_3,neutral,2,5,4.200000000000003
281,1,PLACE_AT_3,neutral,3,5,6.0
281,1,PLACE_AT_3,neutral,4,5,-7.799999999999997
281,1,PLACE_AT_5,conservative,0,5,9.199999999999989
281,1,PLACE_AT_5,conservative,1,5,7.0
281,1,PLACE_AT_5,conservative,2,5,2.0
281,1,PLACE_AT_5,conservative,3,5,3.3999999999999986
281,1,PLACE_AT_5,conservative,4,5,-4.600000000000001
281,1,PLACE_AT_5,exploratory,0,5,-2.40000000000002
281,1,PLACE_AT_5,exploratory,1,5,7.799999999999969
281,1,PLACE_AT_5,exploratory,2,5,-1.0000000000000284
281,1,PLACE_AT_5,exploratory,3,5,1.3999999999999915
281,1,PLACE_AT_5,exploratory,4,5,5.3999999999999915
281,1,PLACE_AT_5,neutral,0,5,1.0
281,1,PLACE_AT_5,neutral,1,5,-2.0
281,1,PLACE_AT_5,neutral,2,5,6.0
281,1,PLACE_AT_5,neutral,3,5,0.0
281,1,PLACE_AT_5,neutral,4,5,-10.199999999999989
281,2,PLACE_AT_1,conservative,0,5,1.7999999999999972
281,2,PLACE_AT_1,conservative,1,5,11.599999999999994
281,2,PLACE_AT_1,conservative,2,5,1.3999999999999986
281,2,PLACE_AT_1,conservative,3,5,6.600000000000001
281,2,PLACE_AT_1,conservative,4,5,3.0
281,2,PLACE_AT_1,exploratory,0,5,-0.6000000000000227
281,2,PLACE_AT_1,exploratory,1,5,-2.0
281,2,PLACE_AT_1,exploratory,2,5,6.999999999999986
281,2,PLACE_AT_1,exploratory,3,5,8.0
281,2,PLACE_AT_1,exploratory,4,5,7.0
281,2,PLACE_AT_1,neutral,0,5,1.0
281,2,PLACE_AT_1,neutral,1,5,-0.5999999999999801
281,2,PLACE_AT_1,neutral,2,5,17.799999999999997
281,2,PLACE_AT_1,neutral,3,5,-2.5999999999999943
281,2,PLACE_AT_1,neutral,4,5,1.2000000000000028
281,2,PLACE_AT_10,conservative,0,5,0.0
281,2,PLACE_AT_10,conservative,1,5,0.0
281,2,PLACE_AT_10,conservative,2,5,0.0
281,2,PLACE_AT_10,conservative,3,5,0.6000000000000014
281,2,PLACE_AT_10,conservative,4,5,0.0
281,2,PLACE_AT_10,exploratory,0,5,0.0
281,2,PLACE_AT_10,exploratory,1,5,0.0
281,2,PLACE_AT_10,exploratory,2,5,0.0
281,2,PLACE_AT_10,exploratory,3,5,0.0
281,2,PLACE_AT_10,exploratory,4,5,8.0
281,2,PLACE_AT_10,neutral,0,5,0.0
281,2,PLACE_AT_10,neutral,1,5,0.0
281,2,PLACE_AT_10,neutral,2,5,0.0
281,2,PLACE_AT_10,neutral,3,5,9.0
281,2,PLACE_AT_10,neutral,4,5,7.200000000000003
281,2,PLACE_AT_2,conservative,0,5,0.7999999999999972
281,2,PLACE_AT_2,conservative,1,5,-8.000000000000014
281,2,PLACE_AT_2,conservative,2,5,-9.799999999999997
281,2,PLACE_AT_2,conservative,3,5,7.600000000000001
281,2,PLACE_AT_2,conservative,4,5,8.0
281,2,PLACE_AT_2,exploratory,0,5,-2.6000000000000227
281,2,PLACE_AT_2,exploratory,1,5,-1.0
281,2,PLACE_AT_2,exploratory,2,5,5.999999999999986
281,2,PLACE_AT_2,exploratory,3,5,8.0
281,2,PLACE_AT_2,exploratory,4,5,10.0
281,2,PLACE_AT_2,neutral,0,5,1.0
281,2,PLACE_AT_2,neutral,1,5,-3.59999999999998
281,2,PLACE_AT_2,neutral,2,5,8.799999999999997
281,2,PLACE_AT_2,neutral,3,5,-9.599999999999994
281,2,PLACE_AT_2,neutral,4,5,1.2000000000000028
281,2,PLACE_AT_3,conservative,0,5,2.799999999999997
281,2,PLACE_AT_3,conservative,1,5,-7.800000000000011
281,2,PLACE_AT_3,conservative,2,5,-1.0
281,2,PLACE_AT_3,conservative,3,5,8.600000000000001
281,2,PLACE_AT_3,conservative,4,5,7.0
281,2,PLACE_AT_3,exploratory,0,5,-2.6000000000000227
281,2,PLACE_AT_3,exploratory,1,5,-1.0
281,2,PLACE_AT_3,exploratory,2,5,5.999999999999986
281,2,PLACE_AT_3,exploratory,3,5,7.999999999999986
281,2,PLACE_AT_3,exploratory,4,5,0.0
281,2,PLACE_AT_3,neutral,0,5,0.0
281,2,PLACE_AT_3,neutral,1,5,-1.59999999999998
281,2,PLACE_AT_3,neutral,2,5,8.799999999999997
281,2,PLACE_AT_3,neutral,3,5,-6.599999999999994
281,2,PLACE_AT_3,neutral,4,5,9.200000000000003
281,2,PLACE_AT_5,conservative,0,5,0.5999999999999943
281,2,PLACE_AT_5,conservative,1,5,-3.8000000000000114
281,2,PLACE_AT_5,conservative,2,5,-1.0
281,2,PLACE_AT_5,conservative,3,5,-0.3999999999999986
281,2,PLACE_AT_5,conservative,4,5,1.0
281,2,PLACE_AT_5,exploratory,0,5,-2.6000000000000227
281,2,PLACE_AT_5,exploratory,1,5,-3.0
281,2,PLACE_AT_5,exploratory,2,5,4.999999999999986
281,2,PLACE_AT_5,exploratory,3,5,8.999999999999986
281,2,PLACE_AT_5,exploratory,4,5,1.0
281,2,PLACE_AT_5,neutral,0,5,0.0
281,2,PLACE_AT_5,neutral,1,5,0.4000000000000199
281,2,PLACE_AT_5,neutral,2,5,6.799999999999997
281,2,PLACE_AT_5,neutral,3,5,5.0
281,2,PLACE_AT_5,neutral,4,5,9.200000000000003
281,3,PLACE_AT_1,conservative,0,5,-0.4000000000000057
281,3,PLACE_AT_1,conservative,1,5,-1.2000000000000028
281,3,PLACE_AT_1,conservative,2,5,2.3999999999999986
281,3,PLACE_AT_1,conservative,3,5,-0.6000000000000014
281,3,PLACE_AT_1,conservative,4,5,3.0
281,3,PLACE_AT_1,exploratory,0,5,-4.0
281,3,PLACE_AT_1,exploratory,1,5,1.0
281,3,PLACE_AT_1,exploratory,2,5,0.9999999999999858
281,3,PLACE_AT_1,exploratory,3,5,-5.0
281,3,PLACE_AT_1,exploratory,4,5,10.0
281,3,PLACE_AT_1,neutral,0,5,-4.599999999999994
281,3,PLACE_AT_1,neutral,1,5,-11.200000000000003
281,3,PLACE_AT_1,neutral,2,5,3.0
281,3,PLACE_AT_1,neutral,3,5,4.3999999999999915
281,3,PLACE_AT_1,neutral,4,5,-15.0
281,3,PLACE_AT_10,conservative,0,5,1.0
281,3,PLACE_AT_10,conservative,1,5,1.0
281,3,PLACE_AT_10,conservative,2,5,1.0
281,3,PLACE_AT_10,conservative,3,5,5.0
281,3,PLACE_AT_10,conservative,4,5,0.0
281,3,PLACE_AT_10,exploratory,0,5,-4.0
281,3,PLACE_AT_10,exploratory,1,5,0.0
281,3,PLACE_AT_10,exploratory,2,5,0.0
281,3,PLACE_AT_10,exploratory,3,5,0.0
281,3,PLACE_AT_10,exploratory,4,5,0.0
281,3,PLACE_AT_10,neutral,0,5,1.0
281,3,PLACE_AT_10,neutral,1,5,0.0
281,3,PLACE_AT_10,neutral,2,5,0.0
281,3,PLACE_AT_10,neutral,3,5,0.0
281,3,PLACE_AT_10,neutral,4,5,0.0
281,3,PLACE_AT_2,conservative,0,5,-0.4000000000000057
281,3,PLACE_AT_2,conservative,1,5,-2.200000000000003
281,3,PLACE_AT_2,conservative,2,5,4.0
281,3,PLACE_AT_2,conservative,3,5,-0.6000000000000014
281,3,PLACE_AT_2,conservative,4,5,0.0
281,3,PLACE_AT_2,exploratory,0,5,2.0
281,3,PLACE_AT_2,exploratory,1,5,1.0
281,3,PLACE_AT_2,exploratory,2,5,0.9999999999999858
281,3,PLACE_AT_2,exploratory,3,5,-5.0
281,3,PLACE_AT_2,exploratory,4,5,10.0
281,3,PLACE_AT_2,neutral,0,5,-4.599999999999994
281,3,PLACE_AT_2,neutral,1,5,-11.200000000000003
281,3,PLACE_AT_2,neutral,2,5,1.0
281,3,PLACE_AT_2,neutral,3,5,4.3999999999999915
281,3,PLACE_AT_2,neutral,4,5,-12.0
281,3,PLACE_AT_3,conservative,0,5,-2.4000000000000057
281,3,PLACE_AT_3,conservative,1,5,-8.400000000000013
281,3,PLACE_AT_3,conservative,2,5,3.0
281,3,PLACE_AT_3,conservative,3,5,-0.6000000000000014
281,3,PLACE_AT_3,conservative,4,5,1.0
281,3,PLACE_AT_3,exploratory,0,5,2.0
281,3,PLACE_AT_3,exploratory,1,5,4.0
281,3,PLACE_AT_3,exploratory,2,5,-1.4210854715202004e-14
281,3,PLACE_AT_3,exploratory,3,5,-5.0
281,3,PLACE_AT_3,exploratory,4,5,13.0
281,3,PLACE_AT_3,neutral,0,5,-3.5999999999999943
281,3,PLACE_AT_3,neutral,1,5,-10.200000000000003
281,3,PLACE_AT_3,neutral,2,5,3.0
281,3,PLACE_AT_3,neutral,3,5,6.799999999999997
281,3,PLACE_AT_3,neutral,4,5,-1.0
281,3,PLACE_AT_5,conservative,0,5,6.599999999999994
281,3,PLACE_AT_5,conservative,1,5,-4.200000000000003
281,3,PLACE_AT_5,conservative,2,5,1.0
281,3,PLACE_AT_5,conservative,3,5,3.3999999999999986
281,3,PLACE_AT_5,conservative,4,5,1.0
281,3,PLACE_AT_5,exploratory,0,5,5.000000000000014
281,3,PLACE_AT_5,exploratory,1,5,2.0
281,3,PLACE_AT_5,exploratory,2,5,3.0
281,3,PLACE_AT_5,exploratory,3,5,-5.0
281,3,PLACE_AT_5,exploratory,4,5,16.799999999999997
281,3,PLACE_AT_5,neutral,0,5,-3.5999999999999943
281,3,PLACE_AT_5,neutral,1,5,2.0
281,3,PLACE_AT_5,neutral,2,5,5.0
281,3,PLACE_AT_5,neutral,3,5,3.0
281,3,PLACE_AT_5,neutral,4,5,-7.0
281,4,PLACE_AT_1,conservative,0,5,7.0
281,4,PLACE_AT_1,conservative,1,5,5.0
281,4,PLACE_AT_1,conservative,2,5,-1.4000000000000057
281,4,PLACE_AT_1,conservative,3,5,5.800000000000004
281,4,PLACE_AT_1,conservative,4,5,2.0
281,4,PLACE_AT_1,exploratory,0,5,-4.0
281,4,PLACE_AT_1,exploratory,1,5,6.0
281,4,PLACE_AT_1,exploratory,2,5,2.799999999999997
281,4,PLACE_AT_1,exploratory,3,5,2.0
281,4,PLACE_AT_1,exploratory,4,5,1.0
281,4,PLACE_AT_1,neutral,0,5,1.0
281,4,PLACE_AT_1,neutral,1,5,1.0
281,4,PLACE_AT_1,neutral,2,5,-2.200000000000003
281,4,PLACE_AT_1,neutral,3,5,2.6000000000000085
281,4,PLACE_AT_1,neutral,4,5,-1.5999999999999943
281,4,PLACE_AT_10,conservative,0,5,0.0
281,4,PLACE_AT_10,conservative,1,5,0.0
281,4,PLACE_AT_10,conservative,2,5,0.0
281,4,PLACE_AT_10,conservative,3,5,0.0
281,4,PLACE_AT_10,conservative,4,5,0.0
281,4,PLACE_AT_10,exploratory,0,5,-3.0
281,4,PLACE_AT_10,exploratory,1,5,0.0
281,4,PLACE_AT_10,exploratory,2,5,0.0
281,4,PLACE_AT_10,exploratory,3,5,0.0
281,4,PLACE_AT_10,exploratory,4,5,3.0
281,4,PLACE_AT_10,neutral,0,5,0.0
281,4,PLACE_AT_10,neutral,1,5,0.0
281,4,PLACE_AT_10,neutral,2,5,0.0
281,4,PLACE_AT_10,neutral,3,5,1.0
281,4,PLACE_AT_10,neutral,4,5,0.0
281,4,PLACE_AT_2,conservative,0,5,4.0
281,4,PLACE_AT_2,conservative,1,5,5.0
281,4,PLACE_AT_2,conservative,2,5,-1.4000000000000057
281,4,PLACE_AT_2,conservative,3,5,4.600000000000001
281,4,PLACE_AT_2,conservative,4,5,1.0
281,4,PLACE_AT_2,exploratory,0,5,-4.0
281,4,PLACE_AT_2,exploratory,1,5,4.0
281,4,PLACE_AT_2,exploratory,2,5,-0.20000000000000284
281,4,PLACE_AT_2,exploratory,3,5,2.0
281,4,PLACE_AT_2,exploratory,4,5,-1.0
281,4,PLACE_AT_2,neutral,0,5,-2.0
281,4,PLACE_AT_2,neutral,1,5,0.0
281,4,PLACE_AT_2,neutral,2,5,-2.0
281,4,PLACE_AT_2,neutral,3,5,-0.3999999999999915
281,4,PLACE_AT_2,neutral,4,5,-3.0
281,4,PLACE_AT_3,conservative,0,5,4.0
281,4,PLACE_AT_3,conservative,1,5,4.0
281,4,PLACE_AT_3,conservative,2,5,0.0
281,4,PLACE_AT_3,conservative,3,5,-4.199999999999996
281,4,PLACE_AT_3,conservative,4,5,0.0
281,4,PLACE_AT_3,exploratory,0,5,-4.0
281,4,PLACE_AT_3,exploratory,1,5,2.4000000000000057
281,4,PLACE_AT_3,exploratory,2,5,0.0
281,4,PLACE_AT_3,exploratory,3,5,6.0
281,4,PLACE_AT_3,exploratory,4,5,-2.0
281,4,PLACE_AT_3,neutral,0,5,-2.0
281,4,PLACE_AT_3,neutral,1,5,4.0
281,4,PLACE_AT_3,neutral,2,5,-2.0
281,4,PLACE_AT_3,neutral,3,5,-1.0
281,4,PLACE_AT_3,neutral,4,5,-2.0
281,4,PLACE_AT_5,conservative,0,5,1.0
281,4,PLACE_AT_5,conservative,1,5,4.0
281,4,PLACE_AT_5,conservative,2,5,0.0
281,4,PLACE_AT_5,conservative,3,5,-0.19999999999999574
281,4,PLACE_AT_5,conservative,4,5,2.0
281,4,PLACE_AT_5,exploratory,0,5,-4.0
281,4,PLACE_AT_5,exploratory,1,5,5.0
281,4,PLACE_AT_5,exploratory,2,5,0.0
281,4,PLACE_AT_5,exploratory,3,5,9.0
281,4,PLACE_AT_5,exploratory,4,5,-2.0
281,4,PLACE_AT_5,neutral,0,5,-1.0
281,4,PLACE_AT_5,neutral,1,5,0.0
281,4,PLACE_AT_5,neutral,2,5,-2.0
281,4,PLACE_AT_5,neutral,3,5,-2.0
281,4,PLACE_AT_5,neutral,4,5,-2.0
281,5,PLACE_AT_1,conservative,0,5,0.6000000000000014
281,5,PLACE_AT_1,conservative,1,5,-5.0
281,5,PLACE_AT_1,conservative,2,5,-1.0
281,5,PLACE_AT_1,conservative,3,5,15.399999999999999
281,5,PLACE_AT_1,conservative,4,5,6.199999999999996
281,5,PLACE_AT_1,exploratory,0,5,10.000000000000014
281,5,PLACE_AT_1,exploratory,1,5,4.0
281,5,PLACE_AT_1,exploratory,2,5,3.999999999999986
281,5,PLACE_AT_1,exploratory,3,5,1.0
281,5,PLACE_AT_1,exploratory,4,5,3.0
281,5,PLACE_AT_1,neutral,0,5,2.0
281,5,PLACE_AT_1,neutral,1,5,6.0
281,5,PLACE_AT_1,neutral,2,5,8.0
281,5,PLACE_AT_1,neutral,3,5,-3.3999999999999915
281,5,PLACE_AT_1,neutral,4,5,12.799999999999997
281,5,PLACE_AT_10,conservative,0,5,0.0
281,5,PLACE_AT_10,conservative,1,5,0.0
281,5,PLACE_AT_10,conservative,2,5,0.0
281,5,PLACE_AT_10,conservative,3,5,0.0
281,5,PLACE_AT_10,conservative,4,5,0.0
281,5,PLACE_AT_10,exploratory,0,5,0.0
281,5,PLACE_AT_10,exploratory,1,5,0.0
281,5,PLACE_AT_10,exploratory,2,5,0.0
281,5,PLACE_AT_10,exploratory,3,5,0.0
281,5,PLACE_AT_10,exploratory,4,5,0.0
281,5,PLACE_AT_10,neutral,0,5,0.0
281,5,PLACE_AT_10,neutral,1,5,0.0
281,5,PLACE_AT_10,neutral,2,5,0.0
281,5,PLACE_AT_10,neutral,3,5,0.0
281,5,PLACE_AT_10,neutral,4,5,13.0
281,5,PLACE_AT_2,conservative,0,5,2.0
281,5,PLACE_AT_2,conservative,1,5,1.0
281,5,PLACE_AT_2,conservative,2,5,-1.0
281,5,PLACE_AT_2,conservative,3,5,10.399999999999999
281,5,PLACE_AT_2,conservative,4,5,5.199999999999996
281,5,PLACE_AT_2,exploratory,0,5,0.0
281,5,PLACE_AT_2,exploratory,1,5,6.0
281,5,PLACE_AT_2,exploratory,2,5,3.9999999999999716
281,5,PLACE_AT_2,exploratory,3,5,-4.0
281,5,PLACE_AT_2,exploratory,4,5,3.0
281,5,PLACE_AT_2,neutral,0,5,-3.0
281,5,PLACE_AT_2,neutral,1,5,5.400000000000006
281,5,PLACE_AT_2,neutral,2,5,2.0
281,5,PLACE_AT_2,neutral,3,5,0.6000000000000085
281,5,PLACE_AT_2,neutral,4,5,13.799999999999997
281,5,PLACE_AT_3,conservative,0,5,1.0
281,5,PLACE_AT_3,conservative,1,5,-1.0
281,5,PLACE_AT_3,conservative,2,5,-1.0
281,5,PLACE_AT_3,conservative,3,5,10.399999999999999
281,5,PLACE_AT_3,conservative,4,5,5.0
281,5,PLACE_AT_3,exploratory,0,5,1.0
281,5,PLACE_AT_3,exploratory,1,5,5.0
281,5,PLACE_AT_3,exploratory,2,5,3.9999999999999716
281,5,PLACE_AT_3,exploratory,3,5,-2.0
281,5,PLACE_AT_3,exploratory,4,5,4.0
281,5,PLACE_AT_3,neutral,0,5,-3.0
281,5,PLACE_AT_3,neutral,1,5,5.400000000000006
281,5,PLACE_AT_3,neutral,2,5,16.0
281,5,PLACE_AT_3,neutral,3,5,-1.3999999999999915
281,5,PLACE_AT_3,neutral,4,5,12.200000000000003
281,5,PLACE_AT_5,conservative,0,5,0.0
281,5,PLACE_AT_5,conservative,1,5,-2.0
281,5,PLACE_AT_5,conservative,2,5,0.0
281,5,PLACE_AT_5,conservative,3,5,5.0
281,5,PLACE_AT_5,conservative,4,5,3.799999999999997
281,5,PLACE_AT_5,exploratory,0,5,3.0
281,5,PLACE_AT_5,exploratory,1,5,2.0
281,5,PLACE_AT_5,exploratory,2,5,4.999999999999972
281,5,PLACE_AT_5,exploratory,3,5,2.0
281,5,PLACE_AT_5,exploratory,4,5,1.0
281,5,PLACE_AT_5,neutral,0,5,0.0
281,5,PLACE_AT_5,neutral,1,5,5.0
281,5,PLACE_AT_5,neutral,2,5,10.599999999999994
281,5,PLACE_AT_5,neutral,3,5,1.0
281,5,PLACE_AT_5,neutral,4,5,6.200000000000003
281,6,PLACE_AT_1,conservative,0,5,1.0
281,6,PLACE_AT_1,conservative,1,5,4.0
281,6,PLACE_AT_1,conservative,2,5,7.0
281,6,PLACE_AT_1,conservative,3,5,0.7999999999999972
281,6,PLACE_AT_1,conservative,4,5,0.0
281,6,PLACE_AT_1,exploratory,0,5,5.000000000000014
281,6,PLACE_AT_1,exploratory,1,5,0.0
281,6,PLACE_AT_1,exploratory,2,5,-5.000000000000014
281,6,PLACE_AT_1,exploratory,3,5,17.999999999999986
281,6,PLACE_AT_1,exploratory,4,5,1.0
281,6,PLACE_AT_1,neutral,0,5,-2.0
281,6,PLACE_AT_1,neutral,1,5,1.0
281,6,PLACE_AT_1,neutral,2,5,11.599999999999994
281,6,PLACE_AT_1,neutral,3,5,2.0
281,6,PLACE_AT_1,neutral,4,5,3.0
281,6,PLACE_AT_10,conservative,0,5,0.0
281,6,PLACE_AT_10,conservative,1,5,5.199999999999989
281,6,PLACE_AT_10,conservative,2,5,0.0
281,6,PLACE_AT_10,conservative,3,5,0.0
281,6,PLACE_AT_10,conservative,4,5,0.0
281,6,PLACE_AT_10,exploratory,0,5,3.000000000000014
281,6,PLACE_AT_10,exploratory,1,5,0.0
281,6,PLACE_AT_10,exploratory,2,5,0.0
281,6,PLACE_AT_10,exploratory,3,5,1.5999999999999943
281,6,PLACE_AT_10,exploratory,4,5,0.0
281,6,PLACE_AT_10,neutral,0,5,0.0
281,6,PLACE_AT_10,neutral,1,5,-2.0
281,6,PLACE_AT_10,neutral,2,5,4.599999999999994
281,6,PLACE_AT_10,neutral,3,5,1.0
281,6,PLACE_AT_10,neutral,4,5,0.0
281,6,PLACE_AT_2,conservative,0,5,1.0
281,6,PLACE_AT_2,conservative,1,5,5.0
281,6,PLACE_AT_2,conservative,2,5,5.0
281,6,PLACE_AT_2,conservative,3,5,1.7999999999999972
281,6,PLACE_AT_2,conservative,4,5,2.0
281,6,PLACE_AT_2,exploratory,0,5,10.000000000000014
281,6,PLACE_AT_2,exploratory,1,5,1.0
281,6,PLACE_AT_2,exploratory,2,5,-3.000000000000014
281,6,PLACE_AT_2,exploratory,3,5,13.59999999999998
281,6,PLACE_AT_2,exploratory,4,5,1.0
281,6,PLACE_AT_2,neutral,0,5,-3.0
281,6,PLACE_AT_2,neutral,1,5,0.0
281,6,PLACE_AT_2,neutral,2,5,11.599999999999994
281,6,PLACE_AT_2,neutral,3,5,1.0
281,6,PLACE_AT_2,neutral,4,5,3.0
281,6,PLACE_AT_3,conservative,0,5,2.0
281,6,PLACE_AT_3,conservative,1,5,5.0
281,6,PLACE_AT_3,conservative,2,5,4.0
281,6,PLACE_AT_3,conservative,3,5,0.7999999999999972
281,6,PLACE_AT_3,conservative,4,5,2.0
281,6,PLACE_AT_3,exploratory,0,5,5.000000000000014
281,6,PLACE_AT_3,exploratory,1,5,1.0
281,6,PLACE_AT_3,exploratory,2,5,-1.4210854715202004e-14
281,6,PLACE_AT_3,exploratory,3,5,10.59999999999998
281,6,PLACE_AT_3,exploratory,4,5,1.0
281,6,PLACE_AT_3,neutral,0,5,-3.0
281,6,PLACE_AT_3,neutral,1,5,-1.0
281,6,PLACE_AT_3,neutral,2,5,5.799999999999997
281,6,PLACE_AT_3,neutral,3,5,0.0
